date,state,in_lockdown,Community Sport,Schools,Gyms,Place worship,Clubs,Dine in,Indoor gathering,Outdoor gathering
06-05-20,Northern Territory,0,1,0,0,0,0,0,0,0
06-05-20,Queensland,0,1,0,1,0,0,0,0,0
06-05-20,South Australia,0,0,0,0,0,0,0,0,0
06-05-20,Tasmania,0,1,0,1,0,0,0,0,0
06-05-20,Victoria,0,0,0,0,0,0,0,0,0
06-05-20,Western Australia,0,0,0,0,0,0,0,0,0
06-06-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-06-20,New South Wales,0,1,0,0,0,0,0,0,0
06-06-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-06-20,Queensland,0,1,0,1,0,0,0,0,0
06-06-20,South Australia,0,0,0,0,0,0,0,0,0
06-06-20,Tasmania,0,1,0,1,0,0,0,0,0
06-06-20,Victoria,0,0,0,0,0,0,0,0,0
06-06-20,Western Australia,0,0,0,0,0,0,0,0,0
06-07-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-07-20,New South Wales,0,1,0,0,0,0,0,0,0
06-07-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-07-20,Queensland,0,1,0,1,0,0,0,0,0
06-07-20,South Australia,0,0,0,0,0,0,0,0,0
06-07-20,Tasmania,0,1,0,1,0,0,0,0,0
06-07-20,Victoria,0,0,0,0,0,0,0,0,0
06-07-20,Western Australia,0,0,0,0,0,0,0,0,0
06-08-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-08-20,New South Wales,0,1,0,0,0,0,0,0,0
06-08-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-08-20,Queensland,0,1,0,1,0,0,0,0,0
06-08-20,South Australia,0,0,0,0,0,0,0,0,0
06-08-20,Tasmania,0,1,0,1,0,0,0,0,0
06-08-20,Victoria,0,0,0,0,0,0,0,0,0
06-08-20,Western Australia,0,0,0,0,0,0,0,0,0
06-09-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-09-20,New South Wales,0,1,0,0,0,0,0,0,0
06-09-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-09-20,Queensland,0,1,0,1,0,0,0,0,0
06-09-20,South Australia,0,0,0,0,0,0,0,0,0
06-09-20,Tasmania,0,1,0,1,0,0,0,0,0
06-09-20,Victoria,0,0,0,0,0,0,0,0,0
06-09-20,Western Australia,0,0,0,0,0,0,0,0,0
06-10-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-10-20,New South Wales,0,1,0,0,0,0,0,0,0
06-10-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-10-20,Queensland,0,1,0,1,0,0,0,0,0
06-10-20,South Australia,0,0,0,0,0,0,0,0,0
06-10-20,Tasmania,0,1,0,1,0,0,0,0,0
06-10-20,Victoria,0,0,0,0,0,0,0,0,0
06-10-20,Western Australia,0,0,0,0,0,0,0,0,0
06-11-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-11-20,New South Wales,0,1,0,0,0,0,0,0,0
06-11-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-11-20,Queensland,0,1,0,1,0,0,0,0,0
06-11-20,South Australia,0,0,0,0,0,0,0,0,0
06-11-20,Tasmania,0,1,0,1,0,0,0,0,0
06-11-20,Victoria,0,0,0,0,0,0,0,0,0
06-11-20,Western Australia,0,0,0,0,0,0,0,0,0
06-12-20,Australian Capital Territory,0,0,0,0,0,1,0,0,0
06-12-20,New South Wales,0,1,0,0,0,0,0,0,0
06-12-20,Northern Territory,0,0,0,0,0,0,0,0,0
06-12-20,Queensland,0,1,0,1,0,0,0,0,0
06-12-20,South Australia,0,0,0,0,0,0,0,0,0
06-12-20,Tasmania,0,1,0,1,0,0,0,0,0
06-12-20,Victoria,0,0,0,0,0,0,0,0,0
06-12-20,Western Australia,0,0,0,0,0,0,0,0,0
6/13/2020,Australian Capital Territory,0,0,0,0,0,1,0,0,0
6/13/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/13/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/13/2020,Queensland,0,1,0,1,0,0,0,0,0
6/13/2020,South Australia,0,0,0,0,0,0,0,0,0
6/13/2020,Tasmania,0,1,0,1,0,0,0,0,0
6/13/2020,Victoria,0,0,0,0,0,0,0,0,0
6/13/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/14/2020,Australian Capital Territory,0,0,0,0,0,1,0,0,0
6/14/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/14/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/14/2020,Queensland,0,1,0,1,0,0,0,0,0
6/14/2020,South Australia,0,0,0,0,0,0,0,0,0
6/14/2020,Tasmania,0,1,0,1,0,0,0,0,0
6/14/2020,Victoria,0,0,0,0,0,0,0,0,0
6/14/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/15/2020,Australian Capital Territory,0,0,0,0,0,1,0,0,0
6/15/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/15/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/15/2020,Queensland,0,1,0,1,0,0,0,0,0
6/15/2020,South Australia,0,0,0,0,0,0,0,0,0
6/15/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/15/2020,Victoria,1,0,0,0,0,0,0,0,0
6/15/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/16/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/16/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/16/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/16/2020,Queensland,0,1,0,1,0,0,0,0,0
6/16/2020,South Australia,0,0,0,0,0,0,0,0,0
6/16/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/16/2020,Victoria,1,0,0,0,0,0,0,0,0
6/16/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/17/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/17/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/17/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/17/2020,Queensland,0,1,0,1,0,0,0,0,0
6/17/2020,South Australia,0,0,0,0,0,0,0,0,0
6/17/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/17/2020,Victoria,1,0,0,0,0,0,0,0,0
6/17/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/18/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/18/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/18/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/18/2020,Queensland,0,1,0,1,0,0,0,0,0
6/18/2020,South Australia,0,0,0,0,0,0,0,0,0
6/18/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/18/2020,Victoria,1,0,0,0,0,0,0,0,0
6/18/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/19/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/19/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/19/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/19/2020,Queensland,0,1,0,1,0,0,0,0,0
6/19/2020,South Australia,0,0,0,0,0,0,0,0,0
6/19/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/19/2020,Victoria,1,0,0,0,0,0,0,0,0
6/19/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/20/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/20/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/20/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/20/2020,Queensland,0,1,0,1,0,0,0,0,0
6/20/2020,South Australia,0,0,0,0,0,0,0,0,0
6/20/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/20/2020,Victoria,1,0,0,0,0,0,0,0,0
6/20/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/21/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/21/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/21/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/21/2020,Queensland,0,1,0,1,0,0,0,0,0
6/21/2020,South Australia,0,0,0,0,0,0,0,0,0
6/21/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/21/2020,Victoria,1,0,0,0,0,0,0,0,0
6/21/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/22/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/22/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/22/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/22/2020,Queensland,0,1,0,1,0,0,0,0,0
6/22/2020,South Australia,0,0,0,0,0,0,0,0,0
6/22/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/22/2020,Victoria,1,0,0,0,0,0,0,0,0
6/22/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/23/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/23/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/23/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/23/2020,Queensland,0,1,0,1,0,0,0,0,0
6/23/2020,South Australia,0,0,0,0,0,0,0,0,0
6/23/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/23/2020,Victoria,1,0,0,0,0,0,0,0,0
6/23/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/24/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/24/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/24/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/24/2020,Queensland,0,1,0,1,0,0,0,0,0
6/24/2020,South Australia,0,0,0,0,0,0,0,0,0
6/24/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/24/2020,Victoria,1,0,0,0,0,0,0,0,0
6/24/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/25/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/25/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/25/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/25/2020,Queensland,0,1,0,1,0,0,0,0,0
6/25/2020,South Australia,0,0,0,0,0,0,0,0,0
6/25/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/25/2020,Victoria,1,0,0,0,0,0,0,0,0
6/25/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/26/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/26/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/26/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/26/2020,Queensland,0,1,0,1,0,0,0,0,0
6/26/2020,South Australia,0,0,0,0,0,0,0,0,0
6/26/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/26/2020,Victoria,1,0,0,0,0,0,0,0,0
6/26/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/27/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/27/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/27/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/27/2020,Queensland,0,1,0,1,0,0,0,0,0
6/27/2020,South Australia,0,0,0,0,0,0,0,0,0
6/27/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/27/2020,Victoria,1,0,0,0,0,0,0,0,0
6/27/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/28/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/28/2020,New South Wales,0,1,0,0,0,0,0,0,0
6/28/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/28/2020,Queensland,0,1,0,1,0,0,0,0,0
6/28/2020,South Australia,0,0,0,0,0,0,0,0,0
6/28/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/28/2020,Victoria,1,0,0,0,0,0,0,0,0
6/28/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/29/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/29/2020,New South Wales,0,0,0,0,0,0,0,0,0
6/29/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/29/2020,Queensland,0,1,0,1,0,0,0,0,0
6/29/2020,South Australia,0,0,0,0,0,0,0,0,0
6/29/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/29/2020,Victoria,1,0,0,0,0,0,0,0,0
6/29/2020,Western Australia,0,0,0,0,0,0,0,0,0
6/30/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
6/30/2020,New South Wales,0,0,0,0,0,0,0,0,0
6/30/2020,Northern Territory,0,0,0,0,0,0,0,0,0
6/30/2020,Queensland,0,1,0,1,0,0,0,0,0
6/30/2020,South Australia,0,0,0,0,0,0,0,0,0
6/30/2020,Tasmania,0,0,0,0,0,0,0,0,0
6/30/2020,Victoria,1,0,0,0,0,0,0,0,0
6/30/2020,Western Australia,0,0,0,0,0,0,0,0,0
07-01-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-01-20,New South Wales,0,0,0,0,0,0,0,0,0
07-01-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-01-20,Queensland,0,0,0,1,0,0,0,0,0
07-01-20,South Australia,0,0,0,0,0,0,0,0,0
07-01-20,Tasmania,0,0,0,0,0,0,0,0,0
07-01-20,Victoria,1,0,0,0,0,0,0,0,0
07-01-20,Western Australia,0,0,0,0,0,0,0,0,0
07-02-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-02-20,New South Wales,0,0,0,0,0,0,0,0,0
07-02-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-02-20,Queensland,0,0,0,1,0,0,0,0,0
07-02-20,South Australia,0,0,0,0,0,0,0,0,0
07-02-20,Tasmania,0,0,0,0,0,0,0,0,0
07-02-20,Victoria,1,0,0,0,0,0,0,0,0
07-02-20,Western Australia,0,0,0,0,0,0,0,0,0
07-03-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-03-20,New South Wales,0,0,0,0,0,0,0,0,0
07-03-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-03-20,Queensland,0,0,0,1,0,0,0,0,0
07-03-20,South Australia,0,0,0,0,0,0,0,0,0
07-03-20,Tasmania,0,0,0,0,0,0,0,0,0
07-03-20,Victoria,1,0,0,0,0,0,0,0,0
07-03-20,Western Australia,0,0,0,0,0,0,0,0,0
07-04-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-04-20,New South Wales,0,0,0,0,0,0,0,0,0
07-04-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-04-20,Queensland,0,0,0,1,0,0,0,0,0
07-04-20,South Australia,0,0,0,0,0,0,0,0,0
07-04-20,Tasmania,0,0,0,0,0,0,0,0,0
07-04-20,Victoria,1,0,0,0,0,0,0,0,0
07-04-20,Western Australia,0,0,0,0,0,0,0,0,0
07-05-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-05-20,New South Wales,0,0,0,0,0,0,0,0,0
07-05-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-05-20,Queensland,0,0,0,1,0,0,0,0,0
07-05-20,South Australia,0,0,0,0,0,0,0,0,0
07-05-20,Tasmania,0,0,0,0,0,0,0,0,0
07-05-20,Victoria,1,0,0,0,0,0,0,0,0
07-05-20,Western Australia,0,0,0,0,0,0,0,0,0
07-06-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-06-20,New South Wales,0,0,0,0,0,0,0,0,0
07-06-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-06-20,Queensland,0,0,0,1,0,0,0,0,0
07-06-20,South Australia,0,0,0,0,0,0,0,0,0
07-06-20,Tasmania,0,0,0,0,0,0,0,0,0
07-06-20,Victoria,1,0,0,0,0,0,0,0,0
07-06-20,Western Australia,0,0,0,0,0,0,0,0,0
07-07-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-07-20,New South Wales,0,0,0,0,0,0,0,0,0
07-07-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-07-20,Queensland,0,0,0,1,0,0,0,0,0
07-07-20,South Australia,0,0,0,0,0,0,0,0,0
07-07-20,Tasmania,0,0,0,0,0,0,0,0,0
07-07-20,Victoria,1,0,0,0,0,0,0,0,0
07-07-20,Western Australia,0,0,0,0,0,0,0,0,0
07-08-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-08-20,New South Wales,0,0,0,0,0,0,0,0,0
07-08-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-08-20,Queensland,0,0,0,1,0,0,0,0,0
07-08-20,South Australia,0,0,0,0,0,0,0,0,0
07-08-20,Tasmania,0,0,0,0,0,0,0,0,0
07-08-20,Victoria,1,0,0,0,0,0,0,0,0
07-08-20,Western Australia,0,0,0,0,0,0,0,0,0
07-09-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-09-20,New South Wales,0,0,0,0,0,0,0,0,0
07-09-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-09-20,Queensland,0,0,0,1,0,0,0,0,0
07-09-20,South Australia,0,0,0,0,0,0,0,0,0
07-09-20,Tasmania,0,0,0,0,0,0,0,0,0
07-09-20,Victoria,1,0,0,0,0,0,0,0,0
07-09-20,Western Australia,0,0,0,0,0,0,0,0,0
07-10-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-10-20,New South Wales,0,0,0,0,0,0,0,0,0
07-10-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-10-20,Queensland,0,0,0,1,0,0,0,0,0
07-10-20,South Australia,0,0,0,0,0,0,0,0,0
07-10-20,Tasmania,0,0,0,0,0,0,0,0,0
07-10-20,Victoria,1,1,0,1,1,1,1,1,1
07-10-20,Western Australia,0,0,0,0,0,0,0,0,0
07-11-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-11-20,New South Wales,0,0,0,0,0,0,0,0,0
07-11-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-11-20,Queensland,0,0,0,1,0,0,0,0,0
07-11-20,South Australia,0,0,0,0,0,0,0,0,0
07-11-20,Tasmania,0,0,0,0,0,0,0,0,0
07-11-20,Victoria,1,1,0,1,1,1,1,1,1
07-11-20,Western Australia,0,0,0,0,0,0,0,0,0
07-12-20,Australian Capital Territory,0,0,0,0,0,0,0,0,0
07-12-20,New South Wales,0,0,0,0,0,0,0,0,0
07-12-20,Northern Territory,0,0,0,0,0,0,0,0,0
07-12-20,Queensland,0,0,0,0,0,0,0,0,0
07-12-20,South Australia,0,0,0,0,0,0,0,0,0
07-12-20,Tasmania,0,0,0,0,0,0,0,0,0
07-12-20,Victoria,1,1,0,1,1,1,1,1,1
07-12-20,Western Australia,0,0,0,0,0,0,0,0,0
7/13/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/13/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/13/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/13/2020,Queensland,0,0,0,0,0,0,0,0,0
7/13/2020,South Australia,0,0,0,0,0,0,0,0,0
7/13/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/13/2020,Victoria,1,1,0,1,1,1,1,1,1
7/13/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/14/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/14/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/14/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/14/2020,Queensland,0,0,0,0,0,0,0,0,0
7/14/2020,South Australia,0,0,0,0,0,0,0,0,0
7/14/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/14/2020,Victoria,1,1,0,1,1,1,1,1,1
7/14/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/15/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/15/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/15/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/15/2020,Queensland,0,0,0,0,0,0,0,0,0
7/15/2020,South Australia,0,0,0,0,0,0,0,0,0
7/15/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/15/2020,Victoria,1,1,0,1,1,1,1,1,1
7/15/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/16/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/16/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/16/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/16/2020,Queensland,0,0,0,0,0,0,0,0,0
7/16/2020,South Australia,0,0,0,0,0,0,0,0,0
7/16/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/16/2020,Victoria,1,1,0,1,1,1,1,1,1
7/16/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/17/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/17/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/17/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/17/2020,Queensland,0,0,0,0,0,0,0,0,0
7/17/2020,South Australia,0,0,0,0,0,0,0,0,0
7/17/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/17/2020,Victoria,1,1,0,1,1,1,1,1,1
7/17/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/18/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/18/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/18/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/18/2020,Queensland,0,0,0,0,0,0,0,0,0
7/18/2020,South Australia,0,0,0,0,0,0,0,0,0
7/18/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/18/2020,Victoria,1,1,0,1,1,1,1,1,1
7/18/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/19/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/19/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/19/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/19/2020,Queensland,0,0,0,0,0,0,0,0,0
7/19/2020,South Australia,0,0,0,0,0,0,0,0,0
7/19/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/19/2020,Victoria,1,1,0,1,1,1,1,1,1
7/19/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/20/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/20/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/20/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/20/2020,Queensland,0,0,0,0,0,0,0,0,0
7/20/2020,South Australia,0,0,0,0,0,0,0,0,0
7/20/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/20/2020,Victoria,1,1,0,1,1,1,1,1,1
7/20/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/21/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/21/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/21/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/21/2020,Queensland,0,0,0,0,0,0,0,0,0
7/21/2020,South Australia,0,0,0,0,0,0,0,0,0
7/21/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/21/2020,Victoria,1,1,0,1,1,1,1,1,1
7/21/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/22/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/22/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/22/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/22/2020,Queensland,0,0,0,0,0,0,0,0,0
7/22/2020,South Australia,0,0,0,0,0,0,0,0,0
7/22/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/22/2020,Victoria,1,1,0,1,1,1,1,1,1
7/22/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/23/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/23/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/23/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/23/2020,Queensland,0,0,0,0,0,0,0,0,0
7/23/2020,South Australia,0,0,0,0,0,0,0,0,0
7/23/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/23/2020,Victoria,1,1,0,1,1,1,1,1,1
7/23/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/24/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/24/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/24/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/24/2020,Queensland,0,0,0,0,0,0,0,0,0
7/24/2020,South Australia,0,0,0,0,0,0,0,0,0
7/24/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/24/2020,Victoria,1,1,0,1,1,1,1,1,1
7/24/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/25/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/25/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/25/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/25/2020,Queensland,0,0,0,0,0,0,0,0,0
7/25/2020,South Australia,0,0,0,0,0,0,0,0,0
7/25/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/25/2020,Victoria,1,1,0,1,1,1,1,1,1
7/25/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/26/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/26/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/26/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/26/2020,Queensland,0,0,0,0,0,0,0,0,0
7/26/2020,South Australia,0,0,0,0,0,0,0,0,0
7/26/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/26/2020,Victoria,1,1,0,1,1,1,1,1,1
7/26/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/27/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/27/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/27/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/27/2020,Queensland,0,0,0,0,0,0,0,0,0
7/27/2020,South Australia,0,0,0,0,0,0,0,0,0
7/27/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/27/2020,Victoria,1,1,0,1,1,1,1,1,1
7/27/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/28/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/28/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/28/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/28/2020,Queensland,0,0,0,0,0,0,0,0,0
7/28/2020,South Australia,0,0,0,0,0,0,0,0,0
7/28/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/28/2020,Victoria,1,1,0,1,1,1,1,1,1
7/28/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/29/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/29/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/29/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/29/2020,Queensland,0,0,0,0,0,0,0,0,0
7/29/2020,South Australia,0,0,0,0,0,0,0,0,0
7/29/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/29/2020,Victoria,1,1,0,1,1,1,1,1,1
7/29/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/30/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/30/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/30/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/30/2020,Queensland,0,0,0,0,0,0,0,0,0
7/30/2020,South Australia,0,0,0,0,0,0,0,0,0
7/30/2020,Tasmania,0,0,0,0,0,0,0,0,0
7/30/2020,Victoria,1,1,0,1,1,1,1,1,1
7/30/2020,Western Australia,0,0,0,0,0,0,0,0,0
7/31/2020,Australian Capital Territory,0,0,0,0,0,0,0,0,0
7/31/2020,New South Wales,0,0,0,0,0,0,0,0,0
7/31/2020,Northern Territory,0,0,0,0,0,0,0,0,0
7/31/2020,Queensland,0,0,0,0,0,0,0,0,0
7/31/2020,South Australia,0,0,0,0,0,0,0,0,0
